ID,date_id,player_name,Age,Overall rating,Potential,name,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Traits,PlayStyles,PlayStyles +,Number of playstyles,date,club_name,start_year,end_year
254895,240034,Farouk Chafai,33,73,73,Damac2020 ~ 2025,181,80,Right,73,/players?pn=5,0,"Jan 4, 2020",,€1.5M,€16K,€2.5M,275,35,60,82,57,41,240,41,42,35,66,56,267,44,48,46,75,54,379,60,89,87,83,60,260,71,70,40,39,40,53,221,78,73,70,44,5,9,9,8,13,1686,358,3,2,High,High,1,Normal (170-185),No,46,57,49,49,75,82,,Power HeaderLong Ball PassBlockAnticipateLeadership,,5,2024-03-27,Damac,2020.0,2025.0
257711,240034,Riccardo Calafiori,21,73,83,Bologna2023 ~ 2027,188,86,Left,75,/players?pn=5,10,"Aug 31, 2023",,€6.5M,€16K,€12.4M,271,73,28,69,68,33,299,66,53,47,59,74,349,69,69,70,72,69,380,72,79,80,79,70,296,77,71,62,37,49,67,217,72,73,72,42,9,11,5,6,11,1854,397,3,3,Medium,Medium,1,Normal (185+),No,69,48,60,69,72,79,,Intercept,,1,2024-03-27,Bologna,2023.0,2027.0
244656,240034,Yohei Takaoka,27,73,74,Vancouver Whitecaps2023 ~ 2024,181,72,Right,73,/players?pn=0,1,"Feb 17, 2023",,€2.6M,€6K,€4.1M,68,13,9,14,25,7,75,11,14,13,22,15,195,31,26,33,64,41,193,50,58,18,61,6,90,21,14,6,32,17,21,44,17,13,14,359,76,72,67,70,74,1024,388,2,1,Medium,Medium,1,Normal (170-185),No,76,72,67,74,29,70,,Cross Claimer,,1,2024-03-27,Vancouver Whitecaps,2023.0,2024.0
244401,240034,Mohamed Ali Camara,25,73,76,Young Boys2018 ~ 2024,191,80,Right,75,/players?pn=5,3,"Jul 6, 2018",,€3.6M,€16K,€5.7M,246,37,38,78,66,27,216,42,33,31,61,49,286,64,73,39,66,44,314,37,88,75,88,26,260,78,67,36,43,36,55,219,71,73,75,39,5,14,7,5,8,1580,356,2,2,Medium,High,1,Normal (185+),No,69,35,51,46,72,83,,Power HeaderBruiser,,2,2024-03-27,Young Boys,2018.0,2024.0
223154,240034,Ozan Tufan,28,73,73,Hull City2022 ~ 2025,184,88,Right,74,/players?pn=18,0,"Jul 1, 2022",,€3.1M,€16K,€5.9M,348,68,72,70,73,65,357,75,70,65,73,74,365,72,77,75,72,69,394,82,81,75,78,78,370,77,70,74,71,78,73,209,68,71,70,50,6,14,8,7,15,2093,442,3,3,Medium,Medium,1,Normal (170-185),No,75,75,71,74,70,77,,,,0,2024-03-27,Hull City,2022.0,2025.0
233139,240034,Cedric Itten,26,73,74,Young Boys2022 ~ 2027,190,84,Right,74,/players?pn=25,1,"Jul 1, 2022",,€3.6M,€20K,€5.7M,348,62,75,77,66,68,291,66,50,48,59,68,339,68,70,64,74,63,394,78,88,72,85,71,307,73,29,74,63,68,70,99,28,35,36,41,9,9,9,7,7,1819,388,3,3,High,Medium,1,Normal (185+),No,69,74,62,67,36,80,,Power Header,,1,2024-03-27,Young Boys,2022.0,2027.0
226228,240034,Freddy Salazar,28,73,73,Águilas Doradas2020 ~ 2026,178,70,Right,74,/players?pn=12,0,"Jan 1, 2020",,€3.1M,€2K,€4.3M,327,69,72,51,70,65,356,73,67,78,68,70,402,89,88,90,65,70,376,70,75,90,70,71,296,60,31,71,70,64,64,130,50,40,40,61,11,13,12,9,16,1948,417,3,3,High,Medium,1,Lean (170-185),No,88,71,70,73,42,73,,Power ShotSlide TackleRapidFlair,,4,2024-03-27,guilas Doradas,2020.0,2026.0
227508,240034,Gonzalo Melero Manzanares,29,73,73,Almería2022 ~ 2026,183,77,Right,73,/players?pn=14,0,"Sep 1, 2022",,€3M,€21K,€6.3M,357,63,73,73,77,71,350,70,68,67,73,72,295,50,52,59,71,63,366,75,76,68,77,70,368,68,72,78,74,76,71,206,66,72,68,57,13,7,9,16,12,1999,408,3,3,Medium,Medium,1,Normal (170-185),Yes,51,73,72,69,70,73,,,,0,2024-03-27,a,2022.0,2026.0
238516,240034,Leo Ostigard,23,73,82,Napoli2022 ~ 2026,182,80,Right,75,/players?pn=5,9,"Jul 18, 2022",,€6.5M,€28K,€12.4M,250,48,33,74,62,33,244,58,46,24,55,61,335,67,69,67,71,61,321,52,84,69,84,32,266,86,69,35,34,42,58,211,68,73,70,50,13,10,13,8,6,1677,368,3,2,Medium,High,1,Stocky (170-185),No,68,37,50,61,71,81,,Power Header,,1,2024-03-27,Napoli,2022.0,2026.0
256948,240034,Christos Tzolis,21,73,80,"Fortuna DüsseldorfJun 30, 2024On loan",179,73,Right,74,/players?pn=25,7,"Aug 12, 2021","Jun 30, 2024",€6M,€21K,€0,343,65,74,68,69,67,339,77,70,63,54,75,383,84,75,80,69,75,340,71,76,68,57,68,303,68,29,71,67,68,70,101,28,35,38,53,15,10,12,6,10,1862,389,4,4,Medium,Medium,1,Normal (170-185),Yes,79,71,65,76,35,63,,Rapid,,1,2024-03-27,sseldorfJun,,
257204,240034,Sinaly Diomande,22,73,77,Olympique Lyonnais2019 ~ 2025,184,74,Right,75,/players?pn=5,4,"Sep 2, 2019",,€4M,€21K,€7.9M,268,49,39,75,71,34,282,52,52,53,61,64,315,58,73,57,70,57,340,68,79,68,78,47,291,78,70,39,59,45,73,218,71,75,72,50,13,7,12,10,8,1764,380,3,2,Medium,Medium,1,Normal (170-185),No,66,46,61,58,73,76,,Anticipate,,1,2024-03-27,Olympique Lyonnais,2019.0,2025.0
234933,240034,Aleksandar Sedlar,31,73,73,Deportivo Alavés2022 ~ 2024,180,79,Right,73,/players?pn=5,0,"Jul 5, 2022",,€2.1M,€17K,€4.6M,245,33,50,69,68,25,198,34,24,22,56,62,303,52,41,69,75,66,302,49,73,74,80,26,290,76,74,25,47,68,63,221,75,74,72,52,14,9,12,12,5,1611,342,3,2,Medium,High,1,Normal (170-185),No,46,43,51,51,74,77,,Long ThrowSolid Player,,2,2024-03-27,s,2022.0,2024.0
258485,240034,Filip Jorgensen,21,73,80,Villarreal2020 ~ 2025,189,77,Right,73,/players?pn=0,7,"Sep 1, 2020",,€5.5M,€12K,€12.7M,90,16,5,11,38,20,80,8,14,6,36,16,234,41,41,53,60,39,230,57,61,35,62,15,80,20,9,7,36,8,27,24,7,8,9,370,71,75,76,73,75,1108,411,2,1,Medium,Medium,1,Lean (185+),No,71,75,76,75,41,73,,Far Throw,,1,2024-03-27,Villarreal,2020.0,2025.0
225974,240034,Scott Mckenna,26,73,76,"KøbenhavnJun 30, 2024On loan",189,80,Left,75,/players?pn=5,3,"Sep 23, 2020","Jun 30, 2024",€3.5M,€41K,€0,221,41,22,74,58,26,219,45,28,31,57,58,269,51,51,42,69,56,322,59,80,65,86,32,239,86,70,16,31,36,60,214,73,73,68,44,11,7,11,6,9,1528,332,3,2,Medium,High,1,Normal (185+),Yes,51,32,46,51,72,80,,Long Ball PassAerial,,2,2024-03-27,benhavnJun,,
216247,240034,Marcel Tisserand,30,73,73,"AbhaJun 30, 2024On loan",190,81,Right,73,/players?pn=5,0,"Aug 21, 2022","Jun 30, 2024",€2.5M,€22K,€0,316,64,55,72,71,54,313,64,70,40,69,70,354,75,70,71,74,64,371,67,87,80,82,55,330,74,71,63,66,56,67,213,72,72,69,63,13,15,8,13,14,1960,416,3,3,Medium,High,1,Normal (185+),Yes,72,58,67,67,72,80,,,,0,2024-03-27,AbhaJun,,
228279,240034,Joel Drommel,26,73,76,PSV2021 ~ 2026,193,90,Right,73,/players?pn=0,3,"Jul 1, 2021",,€3.1M,€11K,€4.6M,102,12,13,21,44,12,146,25,21,21,39,40,278,50,52,62,65,49,256,57,70,43,70,16,127,22,10,10,53,32,65,51,12,20,19,368,74,72,76,71,75,1328,419,3,1,Medium,Medium,1,Normal (185+),No,74,72,76,75,51,71,,Far ThrowCross ClaimerRush Out,,3,2024-03-27,PSV,2021.0,2026.0
234167,240034,Siebe Van Der Heyden,25,73,75,Mallorca2023 ~ 2028,185,76,Left,75,/players?pn=5,2,"Jul 18, 2023",,€3.4M,€18K,€7.4M,245,57,27,71,67,23,232,44,35,32,62,59,306,56,63,59,69,59,307,47,75,75,72,38,271,79,75,32,49,36,62,223,73,76,74,60,9,12,12,14,13,1644,352,3,2,Medium,High,1,Lean (185+),No,60,34,57,53,74,74,,Slide Tackle,,1,2024-03-27,Mallorca,2023.0,2028.0
237239,240034,Enis Bardhi,27,73,73,Trabzonspor2022 ~ 2025,172,64,Right,76,/players?pn=18,0,"Aug 12, 2022",,€3.2M,€36K,€6.4M,354,77,72,51,76,78,400,78,87,85,73,77,382,77,66,84,70,85,331,84,56,71,40,80,354,62,62,75,75,80,77,170,57,59,54,51,12,13,8,12,6,2042,414,4,4,High,Low,2,Normal (170-185),Yes,71,77,77,78,58,53,,Dead BallWhipped CrossTrivelaLong Shot Taker (CPU AI),,4,2024-03-27,Trabzonspor,2022.0,2025.0
233400,240034,Jakob Glesnes,29,73,73,Philadelphia Union2020 ~ 2025,188,84,Right,73,/players?pn=5,0,"Feb 12, 2020",,€2.5M,€7K,€3.8M,246,44,36,68,64,34,282,60,31,61,67,63,279,54,51,41,72,61,421,88,83,91,83,76,279,75,75,42,49,38,74,216,72,75,69,41,5,12,6,6,12,1764,379,3,2,Medium,High,1,Normal (185+),Yes,52,55,56,60,73,83,,Power HeaderLong Ball PassJockeyInterceptAerialLong Shot Taker (CPU AI),,6,2024-03-27,Philadelphia Union,2020.0,2025.0
238008,240034,Jack Elliott,27,73,73,Philadelphia Union2017 ~ 2024,198,83,Right,73,/players?pn=5,0,"Feb 24, 2017",,€2.8M,€7K,€4.2M,205,21,21,70,69,24,246,46,25,41,71,63,234,50,48,31,73,32,292,34,73,88,79,18,234,75,71,21,33,34,70,222,75,76,71,46,8,10,15,7,6,1479,327,3,2,Low,High,1,Lean (185+),No,49,24,49,51,74,80,,,,0,2024-03-27,Philadelphia Union,2017.0,2024.0
268474,240034,Lorenzo Lucca,22,73,80,"UdineseJun 30, 2024On loan",201,78,Right,75,/players?pn=25,7,"Jul 21, 2021","Jun 30, 2024",€6M,€5K,€0,331,57,72,74,64,64,316,68,56,66,55,71,278,55,72,46,68,37,391,85,83,66,90,67,294,73,25,74,54,68,67,78,29,31,18,50,11,12,10,5,12,1738,373,3,2,Medium,High,1,Lean (185+),No,64,73,59,65,32,80,,Power ShotPower HeaderAerial,,3,2024-03-27,UdineseJun,,
210619,240034,Jordi Quintilla Guasch,29,73,73,St. Gallen2022 ~ 2025,181,73,Left,74,/players?pn=14,0,"Jan 22, 2022",,€2.6M,€10K,€3.9M,322,65,65,57,79,56,368,72,74,71,76,75,356,62,67,76,71,80,357,68,67,83,69,70,344,67,69,65,75,68,76,198,68,66,64,51,9,10,12,13,7,1996,417,3,3,Medium,Medium,1,Normal (170-185),No,65,66,74,74,66,72,,Finesse ShotWhipped CrossFlairFirst TouchPress ProvenLong Shot Taker (CPU AI),,6,2024-03-27,Gallen,2022.0,2025.0
205756,240034,Stefano Denswil,30,73,73,Trabzonspor2022 ~ 2025,188,82,Left,73,/players?pn=5,0,"Jun 16, 2022",,€2.5M,€33K,€5M,291,60,46,72,70,43,343,63,69,70,71,70,294,55,59,57,67,56,357,76,70,69,78,64,326,77,74,50,64,61,75,219,73,75,71,49,11,14,6,9,9,1879,394,3,3,Medium,High,1,Normal (185+),No,57,56,67,65,74,75,,Slide TackleLong Throw,,2,2024-03-27,Trabzonspor,2022.0,2025.0
220348,240034,Isaac Carcelen Valencia,30,73,73,Cádiz2019 ~ 2025,174,70,Right,73,/players?pn=3,0,"Jul 1, 2019",,€2.6M,€21K,€5.5M,312,74,47,62,73,56,345,69,71,76,59,70,351,75,74,69,60,73,351,69,69,88,56,69,342,75,70,69,59,69,62,206,69,70,67,48,9,11,11,10,7,1955,406,3,3,High,Medium,1,Normal (170-185),No,74,58,68,69,69,68,,JockeyBlockSlide TackleLong Shot Taker (CPU AI),,4,2024-03-27,diz,2019.0,2025.0
240060,240034,Max Aarons,23,73,78,AFC Bournemouth2023 ~ 2027,171,69,Right,74,/players?pn=2,5,"Aug 10, 2023",,€4.3M,€28K,€8.5M,267,65,41,53,67,41,282,70,50,32,58,72,396,84,79,84,70,79,313,49,74,84,70,36,303,71,70,69,66,27,75,213,73,71,69,46,11,11,7,9,8,1820,401,3,3,High,Medium,1,Normal (170-185),Yes,81,42,62,73,69,74,,RapidQuick StepSolid Player,,3,2024-03-27,AFC Bournemouth,2023.0,2027.0
259516,240034,Joao Lucas De Souza Cardoso,21,73,82,Real Betis2024 ~ 2029,186,78,Right,74,/players?pn=14,9,"Jan 1, 2024",,€6.5M,€12K,€15M,310,59,62,52,75,62,347,68,67,66,73,73,355,74,73,78,73,57,331,66,68,70,67,60,322,44,75,69,72,62,60,217,70,76,71,51,10,14,8,12,7,1933,410,2,3,Medium,Medium,1,Lean (185+),No,73,63,70,70,71,63,,Intercept,,1,2024-03-27,Real Betis,2024.0,2029.0
213693,240034,Joe Rothwell,28,73,73,"SouthamptonJun 30, 2024On loan",183,77,Right,73,/players?pn=14,0,"Jul 1, 2022","Jun 30, 2024",€3M,€37K,€0,325,67,62,61,76,59,367,78,72,70,74,73,368,73,80,73,72,70,355,75,72,76,64,68,321,59,64,68,74,56,70,181,54,65,62,59,14,8,13,15,9,1976,418,4,3,High,Medium,1,Normal (170-185),Yes,77,66,73,75,61,66,,Technical,,1,2024-03-27,SouthamptonJun,,
230333,240034,Jonas Welson Damasto Orsi,27,73,73,Athletico Paranaense2023 ~ 2026,177,69,Left,73,/players?pn=7,0,"Jun 26, 2023",,€2.9M,€12K,€5.5M,288,72,40,59,68,49,275,61,64,40,53,57,366,79,77,69,67,74,313,55,68,88,54,48,226,41,67,40,40,38,63,219,78,68,73,55,10,15,9,9,12,1742,375,2,2,High,Low,1,Lean (170-185),No,78,45,59,62,70,61,,,,0,2024-03-27,Athletico Paranaense,2023.0,2026.0
236221,240034,Darko Brasanac,31,73,73,Leganés2024 ~ 2024,178,73,Right,74,/players?pn=10,0,"Feb 1, 2024",,€2.5M,€11K,€4M,324,65,67,64,76,52,338,68,60,59,75,76,299,59,43,56,77,64,353,80,69,66,70,68,368,80,72,72,74,70,75,220,74,73,73,47,6,14,9,9,9,1949,404,3,3,Medium,High,1,Lean (170-185),Yes,50,69,72,70,72,71,,Slide Tackle,,1,2024-03-27,s,2024.0,2024.0
193469,240034,Victor Ruiz Torre,34,73,73,Espanyol2023 ~ 2024,185,78,Left,73,/players?pn=5,0,"Sep 20, 2023",,€1M,€9K,€1.6M,266,51,37,69,70,39,301,53,65,46,70,67,268,49,48,46,74,51,306,59,71,62,76,38,297,74,74,39,64,46,69,221,74,74,73,46,12,8,6,6,14,1705,357,2,2,Medium,Medium,1,Normal (185+),Yes,48,42,64,58,73,72,,Long Ball PassInjury Prone,,2,2024-03-27,Espanyol,2023.0,2024.0
243134,240034,Largie Ramazani,22,73,81,Almería2020 ~ 2025,167,55,Right,74,/players?pn=12,8,"Aug 24, 2020",,€7M,€18K,€16.1M,302,67,70,41,66,58,322,77,56,52,62,75,423,88,87,89,68,91,300,67,61,60,53,59,301,62,35,71,65,68,65,94,30,34,30,46,7,10,13,5,11,1788,385,4,3,High,Medium,2,Lean (170-),Yes,87,67,64,77,33,57,,Finesse ShotTechnicalFlairQuick StepAcrobaticLong Shot Taker (CPU AI),,6,2024-03-27,a,2020.0,2025.0
254910,240034,Tatsuhiro Sakamoto,26,73,73,Coventry City2023 ~ 2026,170,63,Left,73,/players?pn=12,0,"Jul 10, 2023",,€3.3M,€34K,€6.3M,311,73,64,43,69,62,351,76,69,68,65,73,397,85,77,81,66,88,316,64,57,85,45,65,313,65,61,67,68,52,69,179,59,61,59,48,12,7,12,7,10,1915,407,4,3,High,High,1,Lean (170-),No,81,64,69,75,58,60,,Rapid,,1,2024-03-27,Coventry City,2023.0,2026.0
257470,240034,Anthony Elanga,21,73,82,Nottingham Forest2023 ~ 2028,178,75,Right,74,/players?pn=23,9,"Jul 25, 2023",,€7M,€34K,€14.7M,337,69,70,67,67,64,328,74,70,61,49,74,406,89,85,83,73,76,341,65,78,75,59,64,271,44,31,73,67,56,69,109,38,38,33,49,13,5,13,8,10,1841,394,3,3,High,High,1,Lean (170-185),No,87,67,65,75,39,61,,TechnicalFlair,,2,2024-03-27,Nottingham Forest,2023.0,2028.0
207807,240034,Ryan Fraser,29,73,73,"SouthamptonJun 30, 2024On loan",163,70,Right,73,/players?pn=23,0,"Sep 7, 2020","Jun 30, 2024",€3M,€75K,€0,302,74,67,30,69,62,354,75,78,68,60,73,403,86,72,86,66,93,300,71,56,55,50,68,330,71,45,73,72,69,75,149,48,56,45,61,15,14,15,7,10,1899,396,4,3,Medium,Medium,1,Stocky (170-),Yes,78,68,70,76,48,56,,RapidFlair,,2,2024-03-27,SouthamptonJun,,
213439,240034,Jonathan Osorio,31,73,73,Toronto2013 ~ 2025,175,68,Right,73,/players?pn=14,0,"Feb 26, 2013",,€2.5M,€8K,€3.6M,327,60,70,55,79,63,350,75,65,65,70,75,341,63,51,80,72,75,343,73,64,78,62,66,322,58,66,75,73,50,76,180,64,66,50,54,8,11,7,15,13,1917,399,5,3,High,High,1,Normal (170-185),Yes,56,69,71,75,63,65,,TechnicalFlairTeam PlayerInjury Prone,,4,2024-03-27,Toronto,2013.0,2025.0
231104,240034,Jose Carlos Ferreira Junior,28,73,74,Midtjylland2021 ~ 2026,187,80,Left,74,/players?pn=5,1,"Jul 13, 2021",,€2.9M,€21K,€4M,270,54,39,76,66,35,247,54,33,36,56,68,349,73,75,69,69,63,337,60,91,73,86,27,267,75,71,49,32,40,69,211,67,74,70,43,9,8,9,10,7,1724,381,2,2,High,Medium,1,Normal (185+),No,74,41,52,62,71,81,,Power HeaderBruiserAerial,,3,2024-03-27,Midtjylland,2021.0,2026.0
240064,240034,Ousseynou Ba,27,73,75,İstanbul Başakşehir2019 ~ 2024,192,84,Right,75,/players?pn=5,2,"Jan 2, 2019",,€3.2M,€19K,€6.6M,217,34,26,72,56,29,230,44,38,30,53,65,330,68,69,64,64,65,311,45,84,72,83,27,261,79,74,29,37,42,55,219,70,75,74,60,9,13,15,12,11,1628,353,2,2,Low,High,1,Normal (185+),No,69,31,45,55,73,80,,Team Player,,1,2024-03-27,ehir,2019.0,2024.0
235970,240034,Mario Gonzalez Gutierrez,27,73,73,"Sporting GijónJun 30, 2024On loan",183,76,Right,73,/players?pn=25,0,"Jul 23, 2023","Jun 30, 2024",€3.3M,€8K,€0,350,66,75,74,65,70,304,72,44,52,61,75,347,65,71,73,70,68,368,72,79,75,75,67,272,41,16,80,72,63,69,51,18,15,18,54,5,15,15,6,13,1746,367,3,3,Medium,Medium,1,Normal (170-185),No,68,72,64,73,22,68,,Finesse ShotTechnical,,2,2024-03-27,nJun,,
238274,240034,Florinel Coman,25,73,76,FCSB2017 ~ 2024,182,72,Right,74,/players?pn=18,3,"Aug 1, 2017",,€4M,€15K,€5.7M,323,65,69,56,69,64,359,75,72,70,65,77,385,85,85,81,69,65,349,74,75,66,65,69,298,64,33,70,67,64,70,88,36,27,25,60,15,13,13,7,12,1862,397,3,4,Medium,Low,1,Lean (170-185),Yes,85,70,67,75,34,66,,Finesse ShotDead BallLong Shot Taker (CPU AI)Injury Prone,,4,2024-03-27,FCSB,2017.0,2024.0
183491,240034,Mathias Jorgensen,33,73,73,Brentford2021 ~ 2025,191,79,Right,73,/players?pn=5,0,"Sep 9, 2021",,€1.5M,€36K,€2.9M,259,47,34,70,68,40,239,50,35,26,64,64,284,47,55,55,67,60,309,62,74,60,83,30,288,84,72,43,62,27,67,216,74,73,69,61,16,9,9,14,13,1656,354,2,2,Medium,Medium,1,Normal (185+),Yes,51,39,58,57,72,77,,Team Player,,1,2024-03-27,Brentford,2021.0,2025.0
263620,240034,Romeo Lavia,19,73,86,Chelsea2023 ~ 2030,181,75,Right,74,/players?pn=10,13,"Aug 18, 2023",,€7M,€32K,€17.7M,262,50,36,62,78,36,326,76,60,50,65,75,355,71,68,72,68,76,315,59,76,70,74,36,309,71,72,50,65,51,75,218,74,73,71,43,7,7,5,11,13,1828,397,3,3,Medium,High,1,Normal (170-185),Yes,69,42,66,75,72,73,,Injury Prone,,1,2024-03-27,Chelsea,2023.0,2030.0
231108,240034,Silvan Hefti,25,73,76,"MontpellierJun 30, 2024On loan",183,83,Right,73,/players?pn=2,3,"Jan 3, 2022","Jun 30, 2024",€3.7M,€17K,€0,291,66,38,66,68,53,292,63,56,43,64,66,358,75,81,71,66,65,372,70,81,91,78,52,295,72,65,52,59,47,65,206,67,68,71,49,11,12,12,6,8,1863,402,3,2,High,Medium,1,Normal (170-185),No,78,49,63,65,67,80,,Solid Player,,1,2024-03-27,MontpellierJun,,
234948,240034,Lazare Amani,25,73,76,Union Saint-Gilloise2021 ~ 2025,172,65,Right,75,/players?pn=18,3,"Jul 1, 2021",,€4M,€13K,€6.3M,301,66,62,45,73,55,348,78,66,58,68,78,400,83,72,88,73,84,356,73,67,83,61,72,321,78,65,66,72,40,71,207,66,73,68,43,7,8,8,9,11,1976,427,4,3,High,High,1,Lean (170-185),No,77,65,70,79,66,70,,Technical,,1,2024-03-27,Gilloise,2021.0,2025.0
243908,240034,Daniel Ballard,23,73,82,Sunderland2022 ~ 2027,187,85,Right,75,/players?pn=5,9,"Jun 30, 2022",,€6.5M,€22K,€13.7M,223,31,25,72,64,31,242,56,28,30,69,59,288,57,65,50,68,48,305,44,81,68,86,26,279,78,70,36,58,37,57,218,72,74,72,42,13,7,7,8,7,1597,353,3,2,Medium,High,1,Stocky (185+),No,61,30,53,57,72,80,,Long Ball Pass,,1,2024-03-27,Sunderland,2022.0,2027.0
269509,240034,David Doudera,25,73,76,Slavia Praha2022 ~ 2025,175,66,Right,74,/players?pn=12,3,"Jun 21, 2022",,€4M,€1K,€9.1M,321,74,68,58,67,54,302,69,52,48,63,70,403,88,89,84,68,74,327,63,70,85,52,57,312,71,66,73,57,45,56,198,62,67,69,58,15,15,8,11,9,1921,416,2,3,High,High,1,Lean (170-185),No,89,63,64,70,65,65,,RapidEarly Crosser (CPU AI),,2,2024-03-27,Slavia Praha,2022.0,2025.0
269510,240034,Vaclav Jurecka,29,73,73,Slavia Praha2022 ~ 2025,182,76,Right,73,/players?pn=25,0,"Jun 21, 2022",,€3M,€1K,€6.6M,358,69,76,70,68,75,326,69,61,63,61,72,362,72,76,71,73,70,383,74,79,86,74,70,324,74,41,78,66,65,71,139,50,48,41,41,9,9,10,7,6,1933,410,3,2,High,Medium,1,Normal (170-185),No,74,74,66,70,49,77,,Rapid,,1,2024-03-27,Slavia Praha,2022.0,2025.0
206534,240034,Patrick Bamford,29,73,73,Leeds United2018 ~ 2026,185,71,Left,73,/players?pn=25,0,"Jul 31, 2018",,€3M,€38K,€5.7M,345,59,70,74,73,69,333,70,68,59,63,73,350,69,74,67,75,65,375,76,80,76,74,69,334,65,47,79,74,69,72,94,47,27,20,49,9,7,11,6,16,1880,396,3,3,High,High,2,Lean (185+),Yes,72,71,68,71,41,73,,Injury Prone,,1,2024-03-27,Leeds United,2018.0,2026.0
216774,240034,Wesley Hoedt,29,73,73,Watford2023 ~ 2025,188,77,Left,73,/players?pn=5,0,"Jan 31, 2023",,€2.5M,€27K,€4.8M,299,64,30,74,72,59,332,60,64,66,76,66,276,63,53,34,70,56,352,72,81,61,79,59,278,72,74,29,66,37,69,220,73,74,73,57,15,10,13,8,11,1814,380,3,2,Medium,Medium,1,Normal (185+),Yes,58,46,69,60,74,73,,Long Ball PassSlide TackleAerial,,3,2024-03-27,Watford,2023.0,2025.0
223686,240034,Timon Wellenreuther,27,73,74,Feyenoord2023 ~ 2025,188,80,Right,73,/players?pn=0,1,"Jul 1, 2023",,€2.6M,€10K,€3.8M,80,9,9,18,34,10,104,18,12,14,30,30,275,52,54,45,70,54,242,52,71,37,71,11,137,25,23,20,46,23,52,30,10,11,9,360,74,73,69,71,73,1228,413,4,1,Medium,Medium,1,Normal (185+),No,74,73,69,73,53,71,,Cross ClaimerRush Out,,2,2024-03-27,Feyenoord,2023.0,2025.0
237254,240034,Kevin Denkey,22,73,79,Cercle Brugge2021 ~ 2026,181,81,Right,75,/players?pn=25,6,"Jan 10, 2021",,€4.9M,€12K,€8.1M,310,37,78,69,58,68,314,74,61,66,41,72,338,71,73,60,68,66,394,80,83,78,85,68,293,68,18,73,66,68,74,72,33,22,17,46,5,14,13,7,7,1767,380,2,3,High,Medium,1,Stocky (170-185),No,72,75,53,71,29,80,,Finesse ShotTechnicalAerialLong Shot Taker (CPU AI),,4,2024-03-27,Cercle Brugge,2021.0,2026.0
221639,240034,Mariano Diaz Mejia,29,73,73,Sevilla2023 ~ 2025,180,76,Right,73,/players?pn=25,0,"Sep 1, 2023",,€3M,€23K,€6.3M,335,50,72,78,66,69,337,70,74,73,51,69,361,71,72,78,71,69,390,80,86,73,75,76,334,80,45,74,63,72,68,115,41,40,34,55,12,14,6,8,15,1927,398,4,3,Medium,Medium,1,Normal (170-185),Yes,72,74,61,70,45,76,,Long Shot Taker (CPU AI)Injury Prone,,2,2024-03-27,Sevilla,2023.0,2025.0
227527,240034,Fabio Goncalves Abreu,30,73,73,Beijing Guoan2023 ~ 2024,182,83,Right,73,/players?pn=25,0,"Jul 24, 2023",,€3M,€17K,€4.7M,329,42,73,77,65,72,293,68,64,44,46,71,355,73,78,69,69,66,396,77,88,83,80,68,272,55,14,75,58,70,65,66,29,17,20,58,7,15,14,8,14,1769,375,3,3,High,Medium,1,Normal (170-185),No,76,73,55,69,26,76,,,,0,2024-03-27,Beijing Guoan,2023.0,2024.0
255687,240034,David Zima,22,73,80,Slavia Praha2024 ~ 2028,190,80,Right,75,/players?pn=5,7,"Jan 31, 2024",,€5.5M,€850,€13.2M,230,36,30,67,64,33,267,60,51,32,61,63,342,74,72,65,73,58,326,61,81,71,78,35,272,70,76,27,55,44,73,226,78,74,74,50,5,12,13,10,10,1713,378,3,2,High,High,1,Normal (185+),No,73,38,54,63,75,75,,,,0,2024-03-27,Slavia Praha,2024.0,2028.0
267976,240034,Pablo Torre Carral,20,73,85,"GironaJun 30, 2024On loan",173,63,Right,75,/players?pn=18,12,"Jul 1, 2022","Jun 30, 2024",€7.5M,€61K,€0,301,74,64,41,76,46,377,75,74,79,74,75,372,75,69,80,67,81,301,62,52,71,48,68,294,44,45,68,75,62,68,136,42,48,46,59,15,10,15,10,9,1840,384,4,4,Medium,Medium,1,Lean (170-185),No,72,64,75,75,45,53,,,,0,2024-03-27,GironaJun,,
219848,240034,David Costas Cordal,28,73,74-1,Real Oviedo2021 ~ 2026,181,73,Right,74,/players?pn=5,1,"Jul 12, 2021",,€2.9M,€9K,€4.9M,279,64,42,71,68,34,309,68,47,59,65,70,348,72,79,66,68,63,332,57,84,68,79,44,296,71,74,46,55,50,70,214,72,72,70,55,10,15,10,14,6,1833,400,4,3,Medium,Medium,1,Normal (170-185),No,76,46,63,68,72,75,,InterceptAerial,,2,2024-03-27,Real Oviedo,2021.0,2026.0
